Year,Country,Production,Yield,Pesticides,Fertilizer (N),Fertilizer (K2O),Fertilizer (P2O5),Fertilizer (Total),Agricultural Value Added,Mean Temperature,Precipitation,Agricultural Employment,FPI,Population,Agricultural Machinery,Export Value,Export Avg Price,Import Value,Import Avg Price,Urbanization
2004,Netherlands,498768,430.4919730709477,0.68,269.0,45.0,45.0,357.313525498891,1.680825,10.28,846.8,3.3,86.74,16196.035,1281.59645232816,,,,,4.409616701037571
2005,Netherlands,502576,439.77598879944,0.69,263.0,42.0,43.0,337.806480648065,1.651879,10.52,810.49,3.7,85.15,16261.831,1301.5301530153,,,,,4.757111812887055
2006,Netherlands,517805,469.66439909297054,0.69,261.0,46.0,43.0,353.146382501402,1.602226,10.91,753.69,3.6,83.27,16325.677,,,,,,5.110938804457803
2007,Netherlands,521613,476.9251165767578,0.78,268.0,44.0,45.0,302.13908284582,1.583136,11.04,910.25,3.3,85.92,16391.232,,1538380867.0,1.8269969112014637,342695601.0,1.779340553595726,5.467856348014708
2008,Netherlands,555879,504.656377666818,0.68,247.0,36.0,33.0,267.708606787924,1.589012,10.53,843.28,3.2,87.38,16460.77,,1746662335.0,1.8831354043325148,304376684.0,1.802749161417554,5.850244366101393
2009,Netherlands,609183,558.7809576224546,0.61,235.0,52.0,24.0,238.171043898739,1.707428,10.47,754.39,3.1,89.82,16536.208,,1562741460.0,1.151033100996784,279407068.0,1.4929224336238578,6.29278008488032
2010,Netherlands,620605,586.0292728989613,0.59,235.0,44.0,24.0,293.325836104049,1.688416,9.04,793.56,3.1,89.65,16617.117,,1743251498.0,1.852668152299957,321066763.0,1.7707565457268253,6.77235500779662
2011,Netherlands,620605,595.3616653875671,0.73,201.0,38.0,16.0,246.811133200795,1.647516,10.88,759.69,2.8,93.16,16701.472,,1701531592.0,1.531169522939512,386287184.0,1.5313727092487954,7.250290832945556
2012,Netherlands,612990,585.5846388995033,0.78,201.0,41.0,15.0,289.812067260138,1.653593,10.22,842.66,2.7,90.81,16785.299,,1827942843.0,1.7583114975013925,375066363.0,1.50538720076542,7.76268544073621
2013,Netherlands,651064,605.9227547696603,0.72,194.6,58.0,15.8,231.127696456086,1.670134,9.74,721.25,2.1,93.41,16867.352,,1843210432.0,1.6742576487197105,385177501.0,1.5367282918205876,8.248430237635084
2014,Netherlands,685331,633.8028299269398,0.69,183.0,52.0,16.0,247.853263157895,1.722352,11.61,761.15,2.3,96.63,16954.081,,1990979129.0,1.7674076388558373,354285395.0,1.5292688241900505,8.699669773665741
2015,Netherlands,677716,627.5148148148148,0.62,199.0,57.0,17.0,266.804548944338,1.724328,10.86,816.79,2.3,101.11,17041.107,,1819974148.0,1.6204893704337415,305308433.0,1.3190076825863069,9.175595030697698
2016,Netherlands,685331,642.8996247654784,0.66,202.0,80.1,19.6,291.68579766537,1.724928,10.65,782.77,2.3,102.26,17124.505,,1722000452.0,1.613845309859924,301385504.0,1.363760384427339,9.678267724058855
2017,Netherlands,692946,644.6009302325581,0.65,187.0,57.1,10.8,290.558341369335,1.68404,10.89,859.07,2.3,102.47,17207.198,,1953873595.0,1.802209549651632,339359456.0,1.5382901688794732,10.20697655907202
2018,Netherlands,692946,654.3399433427762,0.62,172.0,50.5,8.8,274.269343780607,1.623938,11.4,633.68,2.1,96.11,17286.042,,1925003592.0,1.774324276728429,317412251.0,1.3921213472797047,10.7510062784069
2019,Netherlands,692946,660.7036613272312,0.59,183.2,49.2,10.8,273.80180001978,1.620217,11.24,807.4,2.1,100.83,17363.262,,1930649169.0,1.776965411799074,312570291.0,1.363963875801441,11.308892869022705
2020,Netherlands,692946,664.9898276457718,0.61,195.0,49.1,9.3,277.847994188072,1.699922,11.66,775.13,2.1,102.44,17434.557,,1912912095.0,1.878919397373176,332447282.0,1.4643663844079036,11.87981486798399
2021,Netherlands,670101,,,,,,,1.660158,10.39,865.8,2.3,103.75,17501.696,,2099993545.0,2.211277274566099,397287699.0,1.63545080067531,12.46281764074803
1992,North Macedonia,94567,142.85045317220545,0.88,0.0,0.0,0.0,,15.751504,10.15,583.19,26.4,84.62,2018.023,730.247524752475,,,,,1.4250578626077073
1993,North Macedonia,85108,128.36802413273003,0.77,0.0,0.0,0.0,12.4794745484401,12.946242,10.04,495.87,26.4,64.92,1996.893,782.233169129721,,,,,1.456431761313479
1994,North Macedonia,81810,123.76701966717096,0.56,36.2,14.0,9.0,96.7536945812808,14.170896,11.11,625.78,26.3,74.51,1982.458,854.449917898194,,,,,1.487176944857223
1995,North Macedonia,90843,138.48018292682926,0.59,25.0,6.0,6.0,61.4306930693069,14.628648,10.03,736.42,26.2,75.93,1983.964,890.709570957096,,,,,1.4744501504693748
1996,North Macedonia,98944,150.370820668693,0.57,30.4,6.0,7.0,71.2643678160919,14.16048,9.71,676.93,26.1,76.98,1994.226,886.699507389163,,,,,1.461819360762462
1997,North Macedonia,78915,121.97063369397218,0.51,28.1,9.4,9.2,77.8333333333333,13.90967,9.84,552.95,25.9,77.12,2004.234,900.0,,,,,1.4493273410772098
1998,North Macedonia,85271,134.28503937007875,0.51,25.2,4.5,9.5,66.7802385008518,13.89726,10.51,666.24,25.7,78.42,2012.844,919.931856899489,,,,,1.4369251526668556
1999,North Macedonia,86943,137.35071090047393,0.39,25.0,8.0,10.5,73.9795918367347,13.435506,10.89,688.19,25.3,81.19,2023.778,918.367346938776,,,,,1.4246301182495755
2000,North Macedonia,91190,152.23706176961602,0.28,19.2,9.0,13.2,71.8918918918919,12.980624,11.11,449.9,24.5,82.02,2037.936,972.972972972973,,,,,1.4124236047304306
2001,North Macedonia,85533,139.75980392156862,0.18,14.6,5.0,10.7,39.2605633802817,11.84205,10.91,519.31,24.2,73.62,2053.384,950.704225352113,,,,,1.400352972003116
2002,North Macedonia,74142,136.5414364640884,0.27,15.7,5.0,10.7,37.813627254509,11.670992,10.93,755.6,23.9,67.8,2064.737,1078.15631262525,,,,,1.3883731448367829
2003,North Macedonia,76634,148.80388349514564,0.22,15.3,5.0,10.7,40.171974522293,12.631776,10.54,674.8,22.0,75.4,2071.142,1142.25053078556,,,,,1.3764909300070134
2004,North Macedonia,79124,155.44990176817288,0.24,18.2,5.0,10.7,53.4815618221258,12.872185,10.49,675.93,17.8,83.96,2075.874,1164.8590021692,,,,,1.3646963613017142
2005,North Macedonia,78986,162.18891170431212,0.14,19.1,5.0,10.7,62.0223214285714,12.358699,10.03,702.69,19.0,83.48,2078.662,1198.66071428571,,,,,1.3547176711945186
2006,North Macedonia,96427,202.15303983228512,0.29,17.1,5.0,11.0,57.4669703872437,11.691161,10.28,709.19,20.1,85.98,2081.075,1222.09567198178,,,,,1.34646678555506
2007,North Macedonia,79899,171.0899357601713,0.11,17.7,5.0,11.0,67.122969837587,11.233375,11.15,729.72,18.2,86.91,2083.488,1243.75870069606,23295476.0,0.4841989339152941,672556.0,0.4964747690015893,1.3399320267361503
2008,North Macedonia,82375,179.07608695652175,0.07,16.4,5.0,11.0,56.1580188679245,13.045529,11.18,596.14,19.3,92.88,2086.227,,32289723.0,0.5185716656852692,739025.0,0.5096920984534575,1.3350889419248595
2009,North Macedonia,98465,216.4065934065934,0.08,14.0,2.5,5.0,56.697619047619,13.448696,11.06,801.16,18.0,93.23,2089.787,,24834524.0,0.5186649552518376,718997.0,0.5941421798911368,1.331921545468172
2010,North Macedonia,113780,253.4075723830735,0.08,17.1,3.0,6.0,67.1111111111111,11.258154,11.13,804.89,18.1,95.96,2093.828,,28213786.0,0.5416407897195668,757014.0,0.5973948699171081,1.3304174122466434
2011,North Macedonia,112176,249.83518930957683,0.08,17.0,3.5,7.0,63.6183574879227,11.202505,10.52,479.64,18.7,93.52,2097.099,,24879034.0,0.5920783363380651,1480127.0,0.6876229659372449,1.3305732240535482
2012,North Macedonia,98751,219.44666666666666,0.08,17.2,5.0,10.0,57.5944444444444,9.448027,11.28,647.47,17.3,90.37,2099.478,,17788822.0,0.559297792378684,860947.0,0.6001002319693979,1.3323849515425634
2013,North Macedonia,88689,197.08666666666667,0.08,13.8,4.1,5.5,69.6061501210654,9.966696,11.34,599.78,18.7,95.38,2102.215,,15734392.0,0.5428922871812778,1116162.0,0.5309568060828543,1.3358630444983846
2014,North Macedonia,108714,241.58666666666667,0.08,14.3,3.8,5.3,72.2057766990291,9.917735,11.33,879.21,18.5,93.13,2105.291,,16287779.0,0.5545149030115151,1721419.0,0.5046755412434454,1.3410188048211018
2015,North Macedonia,117453,259.27814569536423,0.07,13.2,4.0,5.0,66.2455555555555,9.727006,11.19,731.36,17.9,102.82,2107.962,,11774277.0,0.4435845930653543,1762589.0,0.4470830099279123,1.347871646112189
2016,North Macedonia,109677,240.51973684210526,0.07,13.2,4.7,5.7,79.3148798076923,9.421358,11.32,780.16,16.6,104.05,2110.196,,13054299.0,0.5435242447313622,2069534.0,0.4896627144117235,1.3564432890473033
2017,North Macedonia,108166,236.6870897155361,0.09,14.5,3.4,3.7,68.987242206235,8.159423,11.19,692.81,16.2,83.63,2111.979,,17108281.0,0.6747621944067282,2869418.0,0.5760004014754222,1.366764677812973
2018,North Macedonia,109453,238.45969498910677,0.08,13.9,3.5,4.1,60.8474880382775,8.586831,11.82,651.67,15.7,101.51,2113.491,,12572317.0,0.5887551261895392,3630126.0,0.6103824981331856,1.3788699902337511
2019,North Macedonia,103173,224.2891304347826,0.08,14.1,3.8,4.7,61.2560859188544,8.269626,11.93,701.91,13.9,95.69,2114.176,,11575618.0,0.6094606942531846,3198581.0,0.5126178362129327,1.392805255475122
2020,North Macedonia,105058,229.88621444201314,0.08,19.9,4.4,4.9,82.8144951923077,8.528205,11.63,677.77,11.6,102.73,2111.072,,9889961.0,0.7286816490786487,4166080.0,0.5310708060839711,1.4086171216585035
2021,North Macedonia,104403,,,,,,,8.106527,11.42,753.88,10.8,94.64,2103.33,,11441199.0,0.7763163510441344,4561105.0,0.5609423861110862,1.4263569132915883
1961,Norway,21948,25.61026837806301,,49.9,53.1,44.6,172.663551401869,,2.09,1128.75,,80.46,3609.995,640.18691588785,,,,,1.0407269916062885
1962,Norway,21457,25.09590643274854,,54.7,53.8,46.6,176.446135831382,,0.46,1042.19,,79.16,3639.133,693.208430913349,,,,,1.1120512295212788
1963,Norway,23158,27.148886283704574,,55.8,55.0,47.4,185.120892018779,,0.98,965.94,,83.4,3666.8,737.089201877934,,,,,1.1882642950360096
1964,Norway,21948,25.790834312573445,,58.7,56.0,48.5,192.117647058824,,1.51,1169.33,,78.58,3694.673,808.811764705882,,,,,1.269816008574596
1965,Norway,24343,28.672555948174324,,59.9,56.3,47.8,200.0,,0.45,945.64,,81.37,3723.51,849.056603773585,,,,,1.356716598296212
1966,Norway,26191,30.92207792207792,,63.1,56.6,49.8,196.808510638298,,-0.11,1004.18,,81.9,3753.077,887.706855791962,,,,,1.4496973082027584
1967,Norway,26545,31.414201183431953,,67.4,58.6,52.6,211.862396204033,,1.45,1244.36,,80.41,3784.342,939.501779359431,,,,,1.5490502183773736
1968,Norway,29384,34.8564650059312,,68.9,59.3,52.7,215.695600475624,,0.42,924.36,,85.75,3816.298,973.84066587396,,,,,1.6553629028048895
1969,Norway,23269,28.136638452237,,76.8,65.5,54.0,238.545454545455,,0.76,891.08,,83.05,3847.521,1080.81212121212,,,,,1.7686482502058751
1970,Norway,24242,29.781326781326783,,78.3,69.6,53.1,244.950738916256,2.272495,0.68,922.28,,83.1,3875.546,1108.53448275862,,,,,1.8898604448646128
1971,Norway,23686,29.387096774193548,,78.3,70.5,55.8,259.701492537313,2.263407,1.19,1177.98,,82.63,3902.91,1168.75621890547,,,,,1.9612066939134525
1972,Norway,24771,31.158490566037734,,80.2,73.6,57.8,248.675914249685,2.147132,1.93,950.73,,83.05,3933.047,1206.02774274905,,,,,2.005295924689689
1973,Norway,26384,33.39746835443038,,91.2,80.0,61.8,263.324873096447,1.976168,1.39,1191.82,,84.84,3960.709,1269.94923857868,,,,,2.0502504010344107
1974,Norway,26395,33.28499369482976,,87.0,72.8,57.0,293.805309734513,2.091845,2.38,963.44,,91.03,3985.38,1291.58027812895,,,,,2.096276691196634
1975,Norway,25812,32.59090909090909,,91.7,72.0,56.6,290.632911392405,2.020881,2.19,1215.68,,83.13,4007.466,1325.9746835443,,,,,2.1433343084286665
1976,Norway,27586,34.69937106918239,,94.6,76.0,59.3,280.958385876419,1.938801,0.81,876.34,,84.76,4026.314,1387.12484237074,,,,,2.191517602784938
1977,Norway,28886,36.1075,,102.0,80.6,63.0,300.501253132832,1.818927,0.81,944.45,,90.06,4043.361,1438.78446115288,,,,,2.2406464417897105
1978,Norway,29041,36.031017369727046,,102.6,81.0,62.4,319.154228855721,1.735787,0.49,999.76,,92.43,4058.807,1506.8407960199,,,,,2.290947505308329
1979,Norway,22449,27.04698795180723,,110.7,87.4,66.3,322.826086956522,1.55279,0.34,1035.56,,90.21,4072.653,1572.48792270531,,,,,2.342375190286856
1980,Norway,26918,32.94736842105263,,102.5,80.0,61.8,318.159509202454,1.60676,0.66,925.1,,94.55,4085.776,1603.68098159509,,,,,2.3950338375382723
1981,Norway,24580,29.685990338164252,,107.6,83.0,64.8,305.454545454545,1.704828,0.2,1029.28,,95.99,4099.855,1647.27272727273,,,,,2.4231534975856546
1982,Norway,26359,31.342449464922712,,109.1,82.5,63.0,303.81861575179,1.682375,1.54,1082.82,,99.59,4114.931,1661.16945107399,,,,,2.4386079501025733
1983,Norway,23446,27.616018845700825,,110.6,83.0,62.7,302.955082742317,1.566857,1.67,1289.73,,95.75,4128.572,1707.31678486998,,,,,2.4541601484642723
1984,Norway,27648,32.33684210526316,,110.8,80.4,56.8,291.079812206573,1.632825,1.75,965.33,,99.48,4140.235,1711.83098591549,,,,,2.4698325230873976
1985,Norway,22986,26.79020979020979,,106.0,75.9,52.1,274.004683840749,1.402646,-0.12,1097.8,,97.45,4152.637,1756.44028103045,,,,,2.485560843865425
1986,Norway,21438,24.669735327963178,,109.8,75.0,50.2,271.676300578035,1.254211,0.8,1028.35,,94.59,4167.459,1782.76300578035,,,,,2.50141339017127
1987,Norway,25588,29.445339470655927,,111.2,73.1,45.1,265.202312138728,1.290684,0.31,1012.71,,98.28,4187.036,1741.09826589595,,,,,2.517366869124726
1988,Norway,29204,33.4141876430206,,110.1,67.6,39.8,250.0,1.305853,1.64,1159.74,,98.1,4209.653,1759.68965517241,,,,,2.533442378632498
1989,Norway,28014,31.761904761904763,,110.4,65.3,36.6,241.799544419134,1.340783,2.73,1244.86,,97.46,4227.074,1761.91343963554,,,,,2.549576305708303
1990,Norway,26240,30.37037037037037,0.53,110.8,64.0,34.8,243.709302325581,1.378197,2.86,1231.52,,102.03,4241.636,1779.06976744186,,,,,2.5658359254641696
1991,Norway,27354,30.66591928251121,0.37,111.0,63.0,34.0,234.347237880496,1.474084,2.0,1043.7,5.8,94.07,4261.886,1708.00450958286,,,,,2.605533617533003
1992,Norway,25629,29.024915062287654,0.38,109.0,65.0,31.0,234.30979498861,1.34928,2.32,1233.26,5.5,92.36,4286.557,1708.42824601367,,,,,2.6583474945329533
1993,Norway,27354,30.734831460674158,0.36,109.0,66.0,33.0,232.542372881356,1.507379,1.34,1023.28,5.5,96.36,4312.136,1683.61581920904,,,,,2.712079167394013
1994,Norway,27801,30.855715871254162,0.42,110.0,66.0,31.0,231.026785714286,1.475297,1.42,1030.44,5.3,92.64,4336.739,1652.94642857143,,,,,2.766974361999988
1995,Norway,29706,29.945564516129032,0.45,112.0,66.0,32.0,212.765957446808,1.511632,1.48,1120.65,5.5,93.63,4359.333,1479.22998986829,,,,,2.81491233204364
1996,Norway,23340,23.34,0.34,112.0,65.0,32.0,210.050251256281,1.433678,0.9,923.19,5.4,95.02,4381.51,1437.18592964824,,,,,2.8554135135775534
1997,Norway,27169,30.120842572062084,0.35,112.0,63.0,30.0,228.539576365663,1.342871,2.17,1042.65,5.1,95.2,4405.333,1560.75808249721,,,,,2.9178870190901467
1998,Norway,25637,28.39091915836102,0.45,106.0,64.0,31.0,223.830734966592,1.332325,1.4,1166.4,4.7,95.37,4431.676,1525.61247216036,,,,,3.0042838544245787
1999,Norway,26945,30.377677564825255,0.39,106.0,63.0,29.0,224.489795918367,1.306078,2.04,1237.72,4.6,94.48,4462.142,1523.15192743764,,,,,3.093234915244313
2000,Norway,27711,31.347285067873305,0.17,103.0,61.0,30.0,219.567690557452,1.232886,2.76,1272.48,4.3,92.64,4491.202,1525.18771331058,,,,,3.17010393361002
2001,Norway,29616,33.42663656884876,0.26,101.0,54.0,29.0,200.085130533485,1.178504,1.51,1129.82,4.1,91.32,4514.017,1518.56980703746,,,,,3.233346997911005
2002,Norway,30199,34.2004530011325,0.4,101.0,54.0,29.0,205.579726651481,1.262294,2.18,1008.63,3.9,90.73,4538.438,1520.59225512528,,,,,3.297941799341981
2003,Norway,31504,35.9634703196347,0.33,104.0,56.0,29.0,213.507462686567,1.227908,2.33,1058.17,3.8,92.37,4565.167,1529.60964408726,,,,,3.3638278571906
2004,Norway,32251,36.90045766590389,0.39,106.0,55.0,28.0,215.230149597238,1.314896,2.36,1106.89,3.6,96.48,4592.277,1529.93095512083,,,,,3.424524852394405
2005,Norway,36137,41.680507497116494,0.25,104.0,54.0,28.0,218.865429234339,1.310122,2.49,1142.73,3.3,94.17,4623.689,1539.12993039443,,,,,3.4793754121726552
2006,Norway,32750,37.94901506373117,0.34,106.0,55.0,28.0,216.418414918415,1.327977,2.82,1171.64,3.3,94.32,4661.087,,,,,,3.5351823168388323
2007,Norway,43026,50.181945416375086,0.35,109.0,54.0,26.0,220.417546328876,1.381331,2.5,1192.74,2.9,94.63,4709.577,,66018.0,3.997941016169079,57093693.0,2.660632855996002,3.594252473001886
2008,Norway,38355,45.13946098623043,0.37,79.0,33.0,16.0,213.556975505857,1.433558,2.61,1153.18,2.6,99.86,4768.654,,35295.0,2.8755906794850903,69226969.0,2.9317693242359097,3.65685502328228
2009,Norway,34532,41.13596836061277,0.26,82.0,30.0,17.0,179.125143733231,1.479592,2.18,1085.0,2.7,95.63,4829.199,,71311.0,2.2348240308376948,61840618.0,2.7841026088230407,3.720367523674298
2010,Norway,35216,42.42380436092037,0.33,98.0,30.0,20.0,170.00363372093,1.586383,0.32,961.34,2.5,97.39,4889.741,,220808.0,1.0976898641359734,66561493.0,3.095692614292375,3.7850709111155294
2011,Norway,32548,39.576848249027236,0.4,95.0,40.0,20.0,192.158924205379,1.630542,2.91,1214.69,2.4,93.73,4953.561,,108895.0,1.8410285888180693,68128474.0,2.8512983030816765,3.8673614144443
2012,Norway,33134,40.59046919024868,0.39,97.0,40.0,21.0,187.32109865747,1.667145,1.53,1169.4,2.2,94.84,5019.056,,35200.0,1.7596480703859227,66304609.0,2.8436930992654816,3.968749070591431
2013,Norway,35358,43.61126107441481,0.37,102.1,40.5,20.3,190.81675488465,1.583008,2.25,1061.73,2.2,95.62,5080.668,,52376.0,2.0202113708246547,70067998.0,2.8239940840731936,4.072505310188969
2014,Norway,37505,46.23796432137882,0.4,102.9,41.0,20.9,194.533396025638,1.659244,3.26,1061.18,2.2,98.85,5137.923,,70656.0,2.804143350398857,76087647.0,3.0310876352020824,4.179123350387807
2015,Norway,31371,38.72183745740055,0.29,102.5,41.2,20.9,204.29268244334,1.537558,2.88,1257.98,2.0,100.13,5190.356,,29822.0,2.616423934023513,64655691.0,2.59000459189627,4.288535314291294
2016,Norway,30360,37.56691142078653,0.31,101.9,40.4,20.3,204.411256927522,1.4297,2.55,1054.78,2.1,101.03,5236.59,,18258.0,1.6003155403628715,61863426.0,2.474614346952199,4.400962876624751
2017,Norway,28815,35.817010687303764,0.3,102.5,40.2,20.7,199.584523824377,1.456071,2.23,1266.85,2.1,101.35,5277.392,,34349.0,1.756173628508615,65137693.0,2.756392187310634,4.5160176499822215
2018,Norway,34883,43.26396562993391,0.29,106.2,40.2,20.4,203.819673559841,1.427236,2.5,1009.58,2.1,96.64,5312.32,,21548.0,3.097312059795889,63659477.0,2.5597459710710946,4.633203658124659
2019,Norway,34774,43.18968236816677,0.27,105.9,40.9,21.1,210.271296081556,1.433115,2.22,1180.49,2.0,101.62,5348.279,,19901.0,4.044096728307254,58663052.0,2.3904881289058872,4.752343948868205
2020,Norway,38802,48.04231467827547,0.32,107.6,41.7,21.8,208.41096983581,1.46089,3.34,1293.7,2.1,101.36,5379.839,,6230.0,1.996794871794872,61771016.0,2.6371908406749665,4.873431732328866
2021,Norway,36300,,,,,,,1.500052,2.06,1039.49,2.3,102.29,5403.021,,382.0,5.162162162162162,69069715.0,2.86636861345372,4.996437071464627
1961,Poland,91364,5.648120672601385,,299.4,359.0,234.0,55.9897139989965,,8.41,596.4,,91.37,29913.232,44.8927496236829,,,,,0.9427491512637716
1962,Poland,45499,2.8316529748568584,,299.4,359.1,248.8,58.0203424095015,,6.99,628.67,,83.09,30271.919,52.65083075368,,,,,0.9579551854895356
1963,Poland,135124,8.460584809968067,,316.1,353.5,273.2,62.726434882095,,6.94,547.38,,90.24,30608.319,61.0315896523231,,,,,0.9734063056163612
1964,Poland,168950,10.597791995985448,,352.9,360.8,324.0,70.4865295204127,,7.39,552.42,,93.71,30927.873,68.0141392268008,,,,,0.9891286281806376
1965,Poland,84498,5.388215788802449,,386.5,396.2,353.2,84.3959966314698,,6.82,641.63,,92.56,31224.081,84.8610481311136,,,,,1.0050604592586416
1966,Poland,129173,8.237023338859839,,433.2,515.8,407.9,102.47071780254,,8.1,733.07,,98.56,31504.832,88.5520860326509,,,,,1.0212713582937936
1967,Poland,151648,9.772393349658461,,513.3,660.6,450.8,119.613825125891,,8.66,691.67,,101.41,31765.963,98.860767771892,,,,,1.0377438162872612
1968,Poland,157599,10.171614818639473,,604.8,773.4,525.5,140.272453324599,,7.85,641.0,,105.29,32016.87,111.931215198166,,,,,1.0545052041923952
1969,Poland,145286,9.475379899563034,,701.1,914.6,595.0,159.980071504237,,6.88,501.77,,100.48,32262.057,127.597325211864,,,,,1.0714901149075955
1970,Poland,162268,10.587759363173692,,785.0,1035.9,635.0,170.446182396607,4.818451,7.14,745.44,,104.33,32482.943,148.814289501591,,,,,1.088772567047111
1971,Poland,157416,10.304117300517117,,822.4,1114.2,718.6,192.803738317757,4.817689,8.1,534.68,,98.18,32710.744,165.812416555407,,,,,1.1127432548235312
1972,Poland,180165,11.894434541493364,,907.1,1262.0,782.0,205.243600107788,4.816757,7.85,614.19,,108.25,32979.398,187.793721368903,,,,,1.142422004656508
1973,Poland,174810,11.571456940491164,,1073.4,1419.1,850.2,225.876351351351,4.817386,7.92,562.21,,115.77,33270.009,215.678378378378,,,,,1.172807339031858
